"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2012","Last online purchase: in the 12 months","France","Individuals, 16 to 24 years old","Percentage of individuals","68",""
"2012","Last online purchase: in the 12 months","France","Individuals, 25 to 54 years old","Percentage of individuals","66",""
"2012","Last online purchase: in the 12 months","France","Individuals, 55 to 74 years old","Percentage of individuals","35",""
"2012","Last online purchase: in the 12 months","France","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","France","Males, 16 to 24 years old","Percentage of individuals","67",""
"2012","Last online purchase: in the 12 months","France","Females, 16 to 24 years old","Percentage of individuals","70",""
"2012","Last online purchase: in the 12 months","France","Males 25 to 54 years old","Percentage of individuals","66",""
"2012","Last online purchase: in the 12 months","France","Females 25 to 54 years old","Percentage of individuals","65",""
"2012","Last online purchase: in the 12 months","France","Males 55 to 74 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","France","Females 55 to 74 years old","Percentage of individuals","31",""
"2012","Last online purchase: in the 12 months","Croatia","All Individuals","Percentage of individuals","23",""
"2012","Last online purchase: in the 12 months","Croatia","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Croatia","Individuals, 16 to 24 years old","Percentage of individuals","41",""
"2012","Last online purchase: in the 12 months","Croatia","Individuals, 25 to 54 years old","Percentage of individuals","30",""
"2012","Last online purchase: in the 12 months","Croatia","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Croatia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Croatia","Males, 16 to 24 years old","Percentage of individuals","41",""
"2012","Last online purchase: in the 12 months","Croatia","Females, 16 to 24 years old","Percentage of individuals","41",""
"2012","Last online purchase: in the 12 months","Croatia","Males 25 to 54 years old","Percentage of individuals","35",""
"2012","Last online purchase: in the 12 months","Croatia","Females 25 to 54 years old","Percentage of individuals","25",""
"2012","Last online purchase: in the 12 months","Croatia","Males 55 to 74 years old","Percentage of individuals","5",""
"2012","Last online purchase: in the 12 months","Croatia","Females 55 to 74 years old","Percentage of individuals","2",""
"2012","Last online purchase: in the 12 months","Italy","All Individuals","Percentage of individuals","17",""
"2012","Last online purchase: in the 12 months","Italy","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Italy","Individuals, 16 to 24 years old","Percentage of individuals","22",""
"2012","Last online purchase: in the 12 months","Italy","Individuals, 25 to 54 years old","Percentage of individuals","21",""
"2012","Last online purchase: in the 12 months","Italy","Individuals, 55 to 74 years old","Percentage of individuals","6",""
"2012","Last online purchase: in the 12 months","Italy","Individuals, 75 years old or more","Percentage of individuals","1",""
"2012","Last online purchase: in the 12 months","Italy","Males, 16 to 24 years old","Percentage of individuals","25",""
"2012","Last online purchase: in the 12 months","Italy","Females, 16 to 24 years old","Percentage of individuals","19",""
"2012","Last online purchase: in the 12 months","Italy","Males 25 to 54 years old","Percentage of individuals","26",""
"2012","Last online purchase: in the 12 months","Italy","Females 25 to 54 years old","Percentage of individuals","17",""
"2012","Last online purchase: in the 12 months","Italy","Males 55 to 74 years old","Percentage of individuals","9",""
"2012","Last online purchase: in the 12 months","Italy","Females 55 to 74 years old","Percentage of individuals","4",""
"2012","Last online purchase: in the 12 months","Cyprus","All Individuals","Percentage of individuals","21",""
"2012","Last online purchase: in the 12 months","Cyprus","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Cyprus","Individuals, 16 to 24 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Cyprus","Individuals, 25 to 54 years old","Percentage of individuals","26",""
"2012","Last online purchase: in the 12 months","Cyprus","Individuals, 55 to 74 years old","Percentage of individuals","6",""
"2012","Last online purchase: in the 12 months","Cyprus","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Cyprus","Males, 16 to 24 years old","Percentage of individuals","25",""
"2012","Last online purchase: in the 12 months","Cyprus","Females, 16 to 24 years old","Percentage of individuals","30",""
"2012","Last online purchase: in the 12 months","Cyprus","Males 25 to 54 years old","Percentage of individuals","30",""
"2012","Last online purchase: in the 12 months","Cyprus","Females 25 to 54 years old","Percentage of individuals","23",""
"2012","Last online purchase: in the 12 months","Cyprus","Males 55 to 74 years old","Percentage of individuals","9",""
"2012","Last online purchase: in the 12 months","Cyprus","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Latvia","All Individuals","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Latvia","Individuals, 15 years old or less","Percentage of individuals","10","u"
"2012","Last online purchase: in the 12 months","Latvia","Individuals, 16 to 24 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","Latvia","Individuals, 25 to 54 years old","Percentage of individuals","34",""
"2012","Last online purchase: in the 12 months","Latvia","Individuals, 55 to 74 years old","Percentage of individuals","8",""
"2012","Last online purchase: in the 12 months","Latvia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Latvia","Males, 16 to 24 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","Latvia","Females, 16 to 24 years old","Percentage of individuals","40",""
"2012","Last online purchase: in the 12 months","Latvia","Males 25 to 54 years old","Percentage of individuals","32",""
"2012","Last online purchase: in the 12 months","Latvia","Females 25 to 54 years old","Percentage of individuals","37",""
"2012","Last online purchase: in the 12 months","Latvia","Males 55 to 74 years old","Percentage of individuals","9",""
"2012","Last online purchase: in the 12 months","Latvia","Females 55 to 74 years old","Percentage of individuals","7",""
"2012","Last online purchase: in the 12 months","Lithuania","All Individuals","Percentage of individuals","20",""
"2012","Last online purchase: in the 12 months","Lithuania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Lithuania","Individuals, 16 to 24 years old","Percentage of individuals","32",""
"2012","Last online purchase: in the 12 months","Lithuania","Individuals, 25 to 54 years old","Percentage of individuals","24",""
"2012","Last online purchase: in the 12 months","Lithuania","Individuals, 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Lithuania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Lithuania","Males, 16 to 24 years old","Percentage of individuals","31",""
"2012","Last online purchase: in the 12 months","Lithuania","Females, 16 to 24 years old","Percentage of individuals","34",""
"2012","Last online purchase: in the 12 months","Lithuania","Males 25 to 54 years old","Percentage of individuals","22",""
"2012","Last online purchase: in the 12 months","Lithuania","Females 25 to 54 years old","Percentage of individuals","27",""
"2012","Last online purchase: in the 12 months","Lithuania","Males 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Lithuania","Females 55 to 74 years old","Percentage of individuals","3",""
"2012","Last online purchase: in the 12 months","Luxembourg","All Individuals","Percentage of individuals","68",""
"2012","Last online purchase: in the 12 months","Luxembourg","Individuals, 15 years old or less","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Luxembourg","Individuals, 16 to 24 years old","Percentage of individuals","66",""
"2012","Last online purchase: in the 12 months","Luxembourg","Individuals, 25 to 54 years old","Percentage of individuals","75",""
"2012","Last online purchase: in the 12 months","Luxembourg","Individuals, 55 to 74 years old","Percentage of individuals","52",""
"2012","Last online purchase: in the 12 months","Luxembourg","Individuals, 75 years old or more","Percentage of individuals",":",""
"2012","Last online purchase: in the 12 months","Luxembourg","Males, 16 to 24 years old","Percentage of individuals","71",""
"2012","Last online purchase: in the 12 months","Luxembourg","Females, 16 to 24 years old","Percentage of individuals","60",""
